peopleAhead,activeCounters,serviceType,timeOfDay,dayOfWeek,actualWaitMinutes
11,1,general,5,1,91.8
9,2,quick,4,6,9.7
2,1,specialist,17,2,35.6
10,1,general,15,3,82.3
3,4,specialist,23,4,8.3
4,3,general,21,4,11.4
22,1,specialist,18,1,428.4
27,1,quick,15,3,79.0
17,1,quick,18,6,64.6
24,4,specialist,18,4,115.5
4,1,specialist,13,2,79.5
0,1,quick,3,3,0.0
15,1,quick,21,1,43.2
9,1,quick,15,1,28.5
16,2,quick,8,5,23.9
6,4,general,8,4,13.5
15,4,specialist,9,4,52.9
6,2,quick,10,5,11.1
2,1,quick,5,0,6.0
10,2,specialist,11,5,101.0
8,4,specialist,21,6,32.9
0,4,general,18,1,0.0
18,2,specialist,2,0,156.7
7,3,specialist,18,2,48.2
24,3,specialist,18,0,177.8
14,3,specialist,10,0,105.5
9,2,specialist,7,3,70.5
9,3,specialist,13,6,54.0
1,4,specialist,12,1,5.1
3,2,general,13,1,17.7
2,4,quick,20,0,4.1
15,1,specialist,14,0,257.7
2,1,quick,18,5,9.7
29,3,general,3,2,78.2
10,2,specialist,5,6,71.4
19,4,specialist,4,4,71.4
29,3,specialist,0,0,166.5
3,2,quick,8,2,3.9
6,2,general,17,1,31.4
6,1,general,14,3,46.8
1,4,quick,16,6,3.2
24,3,quick,19,1,23.2
18,2,quick,1,6,26.0
16,1,general,4,3,129.0
29,3,specialist,10,1,185.2
15,3,quick,11,3,18.9
15,3,general,17,4,52.8
17,3,general,0,5,46.8
1,1,specialist,18,5,19.1
11,1,specialist,21,6,163.1
3,1,general,6,5,21.9
0,4,general,3,1,1.6
16,3,quick,14,6,13.8
26,3,general,22,4,74.0
2,3,general,22,0,4.5
16,1,specialist,10,1,317.0
8,3,general,1,1,24.1
25,3,quick,3,1,24.7
18,2,specialist,18,0,204.2
15,4,specialist,11,5,73.1
13,3,general,9,5,35.6
26,2,specialist,13,3,252.5
7,2,specialist,15,3,54.4
16,4,general,12,4,40.6
16,2,general,19,4,66.5
13,3,general,1,2,33.7
4,3,quick,13,5,3.2
29,2,general,20,1,111.4
3,2,quick,9,1,5.7
28,1,specialist,19,1,418.7
3,4,quick,19,4,0.7
5,3,general,5,3,14.3
23,2,general,3,0,102.6
23,4,general,12,2,59.3
2,2,general,12,0,11.9
3,4,quick,12,2,2.1
8,1,general,20,3,63.8
2,4,specialist,18,3,11.0
5,2,specialist,21,1,34.3
27,2,specialist,5,5,202.0
2,1,quick,0,3,5.6
17,4,specialist,21,1,62.6
11,1,specialist,20,3,168.3
26,2,quick,0,3,36.2
11,1,specialist,15,5,166.1
5,4,quick,9,4,2.8
4,1,specialist,16,5,77.6
28,1,quick,16,4,105.1
5,1,quick,6,5,15.6
14,1,general,13,2,148.2
0,3,specialist,9,6,0.1
3,3,quick,4,6,2.0
14,2,quick,20,6,20.9
29,4,quick,21,1,21.5
13,2,specialist,22,4,96.8
12,2,general,8,0,54.8
21,2,specialist,2,1,155.7
15,3,quick,5,2,14.8
23,4,quick,15,6,19.4
17,3,general,1,3,41.7
3,1,specialist,18,0,70.0
7,3,specialist,4,0,42.0
17,4,quick,19,6,10.6
17,4,specialist,5,0,74.6
24,4,quick,20,4,19.0
27,4,quick,9,1,18.4
8,1,specialist,9,1,119.3
5,2,general,1,2,21.3
17,4,quick,14,2,9.9
26,1,specialist,10,3,511.1
3,2,general,10,4,17.1
13,3,general,11,1,43.6
27,2,specialist,5,4,201.6
23,2,specialist,14,6,168.5
26,1,quick,18,0,117.6
6,4,quick,19,2,3.7
20,1,quick,16,0,90.0
9,4,quick,7,5,4.0
19,2,general,19,4,75.0
24,3,general,20,0,74.9
19,4,general,5,2,37.0
21,1,quick,3,3,61.2
16,3,quick,9,6,17.3
10,3,general,13,2,38.5
1,1,general,13,2,8.5
14,2,general,20,2,54.1
10,4,specialist,8,0,43.0
18,2,specialist,1,0,153.7
12,2,quick,18,4,24.3
3,2,quick,9,0,8.4
10,1,quick,9,2,33.0
25,2,specialist,12,2,244.1
25,2,general,20,0,117.8
14,2,general,8,3,53.1
21,4,specialist,16,0,122.1
21,4,quick,19,1,14.3
7,2,general,20,2,27.1
9,4,specialist,14,0,37.6
18,2,general,8,3,72.2
10,4,general,20,0,25.6
7,3,general,6,1,20.0
25,3,specialist,19,0,140.8
8,1,quick,19,5,25.4
7,4,general,5,2,16.3
20,1,specialist,8,6,297.3
23,1,specialist,16,0,513.8
29,4,specialist,8,3,110.7
4,4,specialist,3,1,15.4
21,2,general,7,5,83.1
12,1,quick,16,2,46.5
4,1,specialist,20,1,59.3
6,2,specialist,16,3,57.7
8,3,quick,8,2,8.4
15,1,quick,19,6,46.1
4,4,specialist,20,2,13.8
24,4,specialist,5,1,89.7
4,4,specialist,1,1,15.5
29,1,quick,10,5,115.0
1,2,general,22,4,2.7
1,2,general,21,0,5.9
14,2,specialist,23,1,106.9
16,4,general,11,4,41.1
18,3,quick,8,1,17.2
6,4,specialist,17,4,31.6
15,2,quick,22,5,19.6
24,1,quick,22,1,73.4
29,4,specialist,18,0,163.0
18,2,specialist,20,4,134.4
3,4,specialist,0,2,11.2
22,1,general,7,1,175.5
8,2,specialist,13,4,80.9
4,4,specialist,0,3,15.5
23,4,specialist,15,4,86.4
23,3,specialist,10,0,170.4
19,1,general,6,1,154.5
1,1,general,9,6,8.2
29,4,quick,16,3,32.5
9,3,specialist,19,1,47.0
16,4,quick,16,5,14.7
1,3,quick,17,5,3.2
20,1,specialist,2,3,299.4
25,1,quick,0,5,74.4
1,1,quick,20,0,3.3
11,1,general,17,1,117.9
11,4,specialist,19,1,46.9
9,1,quick,3,2,28.9
23,2,general,20,3,88.9
25,3,specialist,20,3,128.1
10,4,specialist,19,3,35.8
21,2,quick,18,4,42.8
17,2,quick,12,1,33.1
4,2,quick,12,0,9.7
5,3,general,14,6,13.6
21,2,general,16,3,113.2
10,1,quick,0,2,30.5
4,1,general,11,0,49.6
9,3,general,23,4,25.2
21,4,specialist,21,6,77.3
25,2,quick,19,1,35.4
14,1,general,20,3,112.5
1,1,quick,10,5,4.4
14,1,quick,14,3,39.3
4,4,specialist,2,2,16.7
29,4,quick,7,4,23.5
18,3,general,7,3,47.2
7,3,quick,13,3,9.3
2,3,specialist,18,3,12.7
14,3,general,21,2,33.0
28,4,quick,5,2,22.5
13,2,specialist,15,2,98.1
6,4,quick,22,4,4.5
16,1,specialist,8,6,240.3
6,2,general,7,5,24.8
20,4,specialist,10,5,94.5
0,2,quick,19,2,0.0
21,1,specialist,6,3,319.1
14,2,quick,2,6,19.1
25,1,quick,5,5,72.7
15,4,quick,12,5,12.8
26,4,specialist,13,2,129.1
29,2,specialist,16,2,283.8
14,3,quick,6,1,17.1
28,4,specialist,19,5,104.4
8,2,specialist,22,4,58.0
4,3,quick,9,4,4.1
23,4,quick,18,1,25.1
10,1,specialist,1,2,150.3
13,1,specialist,14,5,195.7
28,2,specialist,2,5,210.4
5,2,specialist,0,5,36.4
6,1,quick,13,4,22.5
21,4,general,13,2,55.6
8,3,specialist,13,3,49.3
20,1,quick,5,6,62.4
2,4,general,8,3,3.0
24,1,quick,12,2,93.1
2,3,quick,5,5,1.7
27,1,specialist,16,6,526.7
24,1,specialist,23,0,411.1
15,4,quick,5,1,10.2
20,1,specialist,10,3,388.0
11,3,general,22,2,31.5
3,2,general,23,0,10.4
16,2,quick,11,0,35.6
0,2,general,19,3,0.0
21,3,general,17,3,73.8
24,2,quick,20,5,38.1
11,4,general,21,3,20.9
14,3,general,22,4,35.9
1,1,general,7,2,5.7
3,1,general,3,2,24.8
17,2,quick,10,2,33.8
1,3,quick,23,1,2.8
21,3,specialist,9,6,107.0
11,3,specialist,13,0,85.3
1,2,quick,15,6,1.2
10,4,specialist,6,0,43.0
28,1,quick,17,3,107.6
16,4,quick,14,5,10.0
27,2,specialist,17,3,264.3
1,4,specialist,21,0,3.1
13,1,quick,21,0,44.6
18,2,quick,4,0,28.2
11,2,general,9,5,44.1
1,4,specialist,14,2,9.1
18,2,specialist,2,0,153.5
3,2,general,15,2,10.5
28,2,specialist,22,6,209.8
27,1,specialist,11,5,529.3
26,1,general,11,4,267.3
14,3,general,12,1,48.1
10,3,specialist,17,1,63.8
14,3,quick,10,1,19.7
15,2,general,22,4,60.9
16,1,quick,5,5,46.6
17,4,specialist,6,0,70.1
1,3,general,20,1,3.0
8,3,quick,3,2,8.8
19,4,quick,18,1,22.0
2,3,specialist,3,0,10.0
13,2,quick,17,3,25.1
16,3,specialist,8,5,80.2
29,2,general,23,1,117.1
6,4,general,6,1,11.6
0,3,specialist,17,0,0.0
27,2,general,3,3,110.5
17,4,general,2,2,34.3
5,2,specialist,19,4,37.7
21,1,general,16,2,221.6
15,2,quick,13,0,30.8
15,1,specialist,1,3,225.3
25,4,specialist,19,6,93.0
3,2,specialist,10,6,29.4
27,3,general,8,2,71.6
11,1,specialist,2,1,165.2
13,3,general,9,3,34.8
29,1,specialist,7,5,434.8
25,1,general,2,0,230.3
18,1,specialist,13,6,351.1
9,3,general,16,2,30.7
16,4,general,1,1,30.3
18,1,quick,22,6,53.7
2,2,quick,14,2,2.5
24,4,quick,19,3,15.1
10,3,quick,11,6,12.3
15,3,general,10,0,60.6
4,2,specialist,6,3,29.9
21,3,quick,11,1,29.7
5,3,quick,1,0,2.7
7,1,general,12,4,69.6
28,1,specialist,16,5,547.3
11,1,quick,20,6,33.0
6,2,specialist,10,5,57.4
2,2,general,15,2,6.1
17,2,quick,1,0,30.3
23,4,quick,2,2,18.3
22,2,general,8,3,90.5
13,1,specialist,23,3,194.5
3,2,specialist,4,6,19.8
9,4,specialist,1,6,33.4
20,1,quick,13,0,89.4
3,3,quick,14,1,3.4
11,2,quick,14,0,19.1
22,2,quick,6,5,33.4
12,3,quick,14,6,13.6
27,4,specialist,22,1,98.1
2,1,quick,18,2,8.2
27,3,specialist,1,4,132.5
13,3,quick,13,2,18.4
1,2,specialist,19,3,6.6
1,1,specialist,5,6,16.6
0,3,quick,16,4,5.1
11,4,general,16,3,25.6
14,2,specialist,22,3,107.9
6,3,specialist,0,5,34.7
8,2,quick,9,4,13.8
6,1,specialist,2,0,102.3
14,2,quick,15,5,19.8
21,2,quick,3,2,30.9
19,4,general,12,1,47.9
4,1,specialist,20,3,59.4
11,3,quick,9,1,12.7
21,2,general,14,0,95.6
28,3,specialist,7,5,140.6
20,3,quick,21,2,25.2
0,1,specialist,3,2,0.0
27,2,specialist,8,5,201.8
28,2,general,19,0,130.3
29,1,quick,23,3,86.9
24,3,general,11,1,86.5
12,4,general,13,5,35.6
29,1,specialist,19,6,436.4
19,3,general,11,4,62.2
9,1,general,0,5,74.9
27,1,general,3,5,216.7
4,3,general,12,0,16.2
22,1,general,17,1,228.9
9,3,specialist,8,4,43.1
27,3,general,23,4,72.7
27,3,quick,15,3,25.9
9,4,specialist,13,1,43.8
10,2,quick,23,2,12.8
7,4,specialist,2,2,29.6
19,1,general,5,3,157.4
19,4,quick,10,2,17.4
23,1,quick,15,6,68.7
21,4,quick,4,0,17.0
20,1,specialist,8,1,301.9
15,2,quick,5,3,24.6
20,1,quick,20,2,58.0
14,4,specialist,18,6,67.5
7,3,quick,1,6,6.4
25,1,quick,13,6,97.1
17,3,general,19,1,45.4
6,3,quick,18,4,7.9
22,3,quick,9,0,22.3
28,3,general,1,2,71.4
5,4,quick,17,0,5.7
27,2,quick,21,6,40.8
17,2,quick,10,0,39.3
25,1,quick,3,6,73.3
25,2,quick,15,5,37.1
11,4,specialist,16,4,54.2
29,1,quick,21,6,88.8
14,2,specialist,0,4,105.6
22,3,general,11,6,74.4
2,2,specialist,3,5,18.0
14,2,quick,11,0,30.8
29,3,general,2,1,78.0
10,1,quick,14,1,33.6
18,1,quick,16,6,72.9
22,2,quick,12,6,43.8
29,1,specialist,16,5,568.9
9,3,general,13,5,29.4
24,3,quick,4,3,25.7
21,2,specialist,22,6,156.9
2,1,specialist,1,2,28.6
10,4,general,7,1,21.6
28,3,specialist,10,1,183.6
16,3,quick,2,6,16.7
6,2,quick,0,1,6.4
14,4,quick,13,2,12.8
19,3,general,11,5,69.0
26,2,specialist,19,5,194.7
9,2,specialist,7,1,61.8
19,4,specialist,17,1,96.7
12,2,quick,9,0,23.0
27,1,general,17,4,281.7
4,2,quick,5,0,5.9
6,4,quick,21,3,7.5
18,3,quick,17,3,19.5
28,2,specialist,2,4,210.0
0,4,quick,5,0,0.0
19,4,quick,17,1,21.1
4,3,quick,5,5,2.2
13,1,general,18,1,137.0
4,4,general,16,1,12.6
8,4,specialist,8,3,29.4
25,4,specialist,13,6,127.5
12,1,general,19,2,93.0
9,2,quick,16,4,16.1
9,1,general,0,5,70.6
13,2,quick,3,6,16.8
21,1,specialist,1,0,363.3
9,1,quick,21,5,27.0
2,1,specialist,6,4,29.1
26,1,general,18,3,275.0
27,4,specialist,1,4,101.2
7,3,general,1,0,19.1
22,2,specialist,11,0,250.4
24,3,quick,23,1,23.0
11,4,general,2,0,22.1
26,3,general,10,1,89.8
18,2,quick,8,3,22.2
17,4,general,13,3,45.6
7,3,specialist,17,3,45.1
11,1,specialist,1,0,189.6
6,3,general,1,2,11.0
23,4,quick,18,0,24.8
23,3,specialist,11,0,174.1
23,1,quick,21,6,67.6
0,4,general,22,4,2.7
20,1,specialist,0,4,299.3
27,2,general,13,5,135.9
7,3,general,19,3,18.7
14,2,quick,10,4,25.9
24,3,specialist,15,4,122.2
1,3,quick,7,3,1.7
0,3,general,21,6,1.4
17,2,quick,19,5,24.7
7,1,specialist,0,0,122.2
7,4,specialist,19,1,26.5
10,3,quick,0,1,6.5
25,2,quick,12,0,59.2
15,4,quick,11,3,16.5
23,4,general,1,5,43.3
4,2,specialist,20,1,31.5
24,1,quick,12,2,99.0
1,4,specialist,17,5,3.0
14,2,quick,14,3,22.0
8,4,general,17,0,24.5
29,1,quick,16,0,129.8
12,3,general,15,5,33.0
28,1,specialist,19,0,481.8
5,3,general,6,1,11.1
19,1,specialist,12,1,370.8
4,2,general,15,0,20.9
19,4,specialist,23,2,74.6
17,1,general,2,6,138.1
0,1,quick,23,3,0.0
9,2,specialist,11,1,88.3
14,2,specialist,17,0,152.3
29,3,general,15,4,77.4
6,4,general,12,5,11.6
8,1,specialist,15,4,121.7
0,3,general,8,4,0.0
25,2,general,21,3,101.2
16,4,quick,2,0,14.6
0,1,general,11,0,0.0
2,1,quick,11,2,7.5
2,1,general,12,1,19.9
26,2,general,21,5,104.2
6,2,specialist,4,4,44.2
11,4,quick,15,0,13.6
5,1,general,15,6,41.7
22,1,general,8,4,175.7
17,2,specialist,9,3,125.4
15,3,quick,5,4,13.4
27,3,specialist,11,0,199.2
26,3,quick,15,5,23.9
25,1,specialist,17,0,559.1
3,2,general,13,5,9.7
24,3,quick,0,1,23.0
10,1,general,19,0,97.5
20,1,general,9,4,161.1
29,1,general,19,3,231.4
10,1,quick,2,1,30.8
14,4,general,4,1,28.8
27,4,quick,16,4,26.5
28,2,general,15,0,129.2
16,3,specialist,6,5,80.5
11,4,general,23,6,19.5
26,3,specialist,6,4,130.1
20,2,quick,7,6,30.9
13,2,general,2,5,50.7
10,3,quick,4,0,10.6
4,3,general,9,1,10.2
5,4,quick,6,4,4.0
14,1,general,11,0,165.1
8,3,general,2,1,19.7
19,4,specialist,23,5,75.1
5,2,specialist,0,3,39.4
6,2,general,4,5,25.9
8,3,quick,20,0,12.0
12,2,quick,15,3,15.1
9,4,general,18,3,26.3
13,3,specialist,3,5,65.7
8,1,quick,12,4,35.3
5,4,general,16,6,10.8
12,1,general,2,1,100.1
20,3,general,2,1,54.1
19,3,specialist,11,6,123.4
3,1,specialist,6,5,41.9
24,3,specialist,7,5,120.6
9,4,quick,1,2,4.4
13,2,quick,9,1,23.8
12,2,specialist,15,5,89.8
11,2,general,9,5,43.9
27,1,quick,12,0,121.8
8,2,specialist,3,0,67.9
0,1,specialist,22,2,1.3
6,1,quick,21,3,20.7
13,2,quick,7,4,17.0
21,1,quick,5,6,61.7
21,2,specialist,17,5,203.5
7,4,specialist,2,4,26.5
15,4,general,23,0,33.4
21,2,general,14,3,84.5
21,2,specialist,13,0,232.3
25,4,specialist,14,6,92.2
28,2,quick,18,3,53.7
4,2,general,20,2,14.1
5,4,specialist,9,5,22.0
28,2,quick,2,5,41.9
21,4,general,7,5,38.6
15,2,quick,16,2,30.5
8,2,quick,9,6,11.5
17,3,quick,23,6,17.9
14,4,specialist,1,1,50.8
27,4,specialist,18,5,132.9
12,3,specialist,1,4,60.7
0,1,specialist,21,1,0.0
22,4,quick,12,4,21.2
7,4,general,5,3,16.3
2,1,quick,23,6,5.0
8,3,general,16,2,26.6
25,1,quick,14,0,87.2
25,1,specialist,7,1,374.0
14,4,quick,0,0,12.1
16,4,specialist,4,2,62.8
6,3,specialist,3,6,27.0
12,1,specialist,16,6,230.8
3,2,general,0,3,11.0
22,1,general,8,0,200.6
21,4,general,16,3,53.2
27,4,quick,8,1,19.1
22,4,quick,2,4,16.9
2,1,quick,15,0,9.6
28,3,specialist,23,2,139.4
5,3,general,19,6,12.1
2,4,quick,14,0,1.2
19,2,quick,10,1,37.8
1,3,general,7,4,3.0
22,4,general,18,0,66.1
13,2,general,21,0,59.7
2,2,specialist,10,5,18.6
6,2,specialist,16,4,58.6
11,3,general,19,5,28.1
4,1,quick,18,1,15.0
6,4,quick,22,2,5.1
27,4,quick,13,3,28.7
27,3,general,1,0,82.8
25,2,quick,3,4,36.4
11,2,general,23,1,44.8
9,1,specialist,22,4,134.7
19,4,specialist,23,6,72.7
9,3,general,7,4,24.6
25,1,general,10,3,263.0
3,3,specialist,20,6,16.0
14,2,general,0,4,59.3
0,4,general,18,1,0.0
12,3,quick,4,1,9.7
19,4,quick,8,5,16.7
19,1,quick,2,2,55.9
15,4,general,15,4,32.7
15,1,general,3,6,118.8
26,1,general,18,0,305.4
14,4,quick,17,6,13.8
16,2,general,18,6,79.1
15,2,general,1,2,59.8
26,2,quick,5,6,40.7
21,4,specialist,8,5,78.6
19,1,general,6,1,152.6
0,4,general,17,1,0.0
17,1,general,20,6,133.0
13,2,specialist,5,2,99.7
28,1,general,12,0,333.0
29,2,general,23,3,118.5
23,2,general,4,6,93.7
16,4,specialist,20,0,70.4
4,3,general,12,5,16.1
6,1,specialist,17,3,117.1
24,4,quick,7,3,18.6
23,2,general,14,3,88.3
6,4,specialist,3,0,29.4
11,2,specialist,5,0,93.5
11,3,general,0,4,27.5
25,4,quick,4,6,17.3
22,1,quick,13,4,84.3
18,2,general,18,3,97.7
8,1,quick,8,2,22.9
16,4,general,11,2,40.2
29,2,specialist,3,1,219.3
24,3,general,18,4,81.3
23,1,quick,11,4,88.9
6,1,quick,12,1,22.6
29,4,general,15,5,56.1
28,3,quick,0,3,26.3
28,3,general,1,3,73.6
1,2,general,6,4,5.9
10,4,quick,7,6,5.0
6,4,quick,8,3,3.6
25,1,quick,17,5,101.5
6,2,general,10,4,31.2
10,1,quick,4,5,30.2
1,4,specialist,14,1,3.2
10,3,general,21,5,24.4
2,1,quick,15,2,5.3
0,4,quick,9,1,0.0
1,3,specialist,20,5,5.3
21,1,general,2,6,170.3
4,1,quick,3,5,7.8
29,4,quick,7,4,20.1
6,4,specialist,6,0,26.8
26,3,specialist,21,3,128.7
24,3,specialist,9,4,122.0
1,3,general,21,3,2.8
20,3,quick,17,0,29.5
20,1,general,19,5,158.1
13,1,quick,5,2,37.6
5,3,general,23,2,14.8
24,1,specialist,3,3,360.0
16,3,general,5,0,52.1
1,3,quick,10,6,3.0
10,1,general,23,6,75.6
13,1,general,23,0,121.5
7,3,specialist,2,0,39.0
12,3,specialist,18,4,81.8
29,1,quick,12,6,112.3
7,1,general,12,0,80.8
4,1,general,12,0,50.5
25,3,specialist,10,0,190.6
2,1,quick,19,3,8.2
25,3,quick,11,1,32.8
5,1,quick,11,3,23.0
20,2,specialist,2,1,148.5
20,1,quick,21,1,61.8
18,2,general,15,3,70.3
5,4,specialist,1,5,16.6
26,4,quick,15,0,24.8
24,4,specialist,3,2,86.9
4,2,general,0,0,19.5
12,2,specialist,16,1,118.7
25,1,quick,18,4,98.0
10,2,general,17,3,51.1
17,1,quick,19,0,58.1
26,2,general,0,3,102.4
29,1,specialist,7,6,436.2
20,3,quick,14,2,20.5
1,1,general,20,3,8.4
5,4,general,22,5,7.6
18,4,general,2,6,35.7
27,4,specialist,19,3,102.0
15,1,general,7,2,120.6
17,1,general,1,0,159.0
15,1,quick,12,5,57.3
26,4,general,5,2,52.9
18,4,specialist,19,0,79.9
4,2,specialist,1,4,31.2
20,4,general,12,5,50.4
7,2,specialist,22,4,51.2
15,4,specialist,1,3,54.2
22,1,general,6,3,179.0
13,4,general,16,6,34.7
29,3,general,20,0,87.1
19,4,specialist,10,3,95.5
8,1,specialist,7,3,118.3
21,3,specialist,0,0,121.9
14,3,general,11,2,48.4
2,4,general,9,0,4.0
2,3,specialist,0,6,10.2
11,2,general,19,6,42.1
11,4,quick,0,1,6.0
20,1,general,1,3,155.2
2,3,general,14,1,2.5
13,2,general,9,2,53.4
24,2,quick,3,5,35.5
15,1,quick,10,3,56.8
26,4,general,19,0,60.4
12,4,quick,12,3,11.9
27,2,general,23,4,112.4
27,2,specialist,12,6,265.4
8,1,general,12,6,85.4
16,2,specialist,4,2,118.6
15,3,quick,11,3,20.7
15,3,general,2,3,40.7
11,1,quick,11,0,52.7
22,1,specialist,2,3,331.1
14,1,specialist,13,3,269.0
6,3,general,23,0,21.3
14,2,quick,18,2,23.8
29,4,general,17,4,75.1
1,2,quick,22,1,6.5
29,4,quick,3,4,17.0
7,4,quick,16,0,2.6
9,3,quick,5,5,8.5
12,3,quick,13,1,16.7
28,2,specialist,2,3,210.7
10,4,specialist,8,5,38.2
11,4,specialist,17,3,53.5
21,1,specialist,6,6,314.4
14,3,general,2,4,41.3
15,3,general,12,6,49.8
19,2,quick,2,5,25.3
17,3,specialist,16,5,112.5
1,1,quick,13,4,6.0
18,2,specialist,16,2,173.0
6,3,general,6,5,14.9
14,3,specialist,18,2,92.0
19,1,specialist,2,2,285.6
12,3,quick,2,3,12.3
12,1,specialist,13,6,235.6
27,2,specialist,13,5,261.6
10,3,general,0,1,28.8
18,1,general,21,2,143.0
23,1,specialist,1,2,344.1
28,3,specialist,9,4,139.3
6,4,quick,7,5,5.5
8,1,specialist,16,5,159.1
29,2,quick,4,0,48.2
26,2,general,3,3,108.2
4,3,specialist,15,5,20.1
19,1,quick,19,3,52.1
29,3,general,18,6,98.4
17,1,general,9,3,135.1
14,4,quick,21,3,10.6
8,3,quick,14,4,10.3
12,4,specialist,23,4,41.3
24,1,general,21,4,190.5
16,3,specialist,20,0,92.6
3,4,specialist,15,4,13.5
26,1,quick,13,4,102.7
6,2,quick,19,6,7.7
10,1,general,18,0,120.6
2,4,quick,7,0,2.4
11,2,specialist,15,3,84.0
17,4,general,9,3,35.7
1,1,general,17,1,8.7
25,2,quick,9,2,35.6
3,2,quick,23,6,5.4
21,3,quick,3,5,21.2
21,2,general,3,2,84.5
19,4,general,7,0,43.4
28,3,quick,3,5,23.6
8,1,general,14,1,62.6
24,1,general,13,2,252.0
6,4,general,12,5,13.2
13,4,specialist,14,2,49.1
18,1,general,16,1,189.2
19,1,general,11,4,193.3
3,3,quick,4,2,1.2
19,1,specialist,6,3,284.8
7,4,specialist,21,0,29.3
7,1,specialist,3,2,104.2
27,2,specialist,14,0,232.8
8,3,quick,3,4,7.0
28,2,quick,22,6,41.5
23,4,specialist,6,1,85.1
9,2,specialist,21,1,66.1
9,1,specialist,14,5,131.3
6,4,quick,1,2,5.3
18,4,specialist,22,5,69.1
2,2,general,0,0,9.2
14,4,general,14,6,24.7
10,2,specialist,21,0,86.4
25,3,specialist,5,4,123.1
18,3,quick,7,5,18.3
8,3,quick,11,6,13.0
8,3,quick,17,6,8.8
12,4,general,4,6,27.7
5,3,quick,16,6,6.5
18,4,specialist,17,2,91.6
27,1,general,3,5,214.9
6,4,specialist,18,0,34.9
7,2,quick,1,1,13.8
27,3,quick,12,4,36.0
9,2,quick,6,1,13.0
10,4,quick,4,2,9.5
4,3,specialist,5,6,21.5
20,4,general,13,2,51.6
21,4,quick,2,0,18.3
17,2,quick,19,5,25.9
27,1,quick,1,2,77.4
1,3,general,12,4,1.7
15,2,quick,14,4,22.4
28,2,general,4,6,113.1
1,2,quick,13,0,4.5
2,3,quick,12,0,0.8
27,1,quick,15,2,78.6
13,3,general,9,3,32.7
11,2,general,3,0,50.2
19,4,specialist,18,4,89.2
26,4,specialist,14,2,97.7
19,3,specialist,7,4,96.1
4,1,general,23,1,35.5
11,4,quick,18,3,8.5
13,1,specialist,11,4,253.5
4,3,general,21,5,10.6
2,1,general,6,4,17.4
11,4,specialist,6,2,41.8
3,4,general,15,5,4.6
27,2,specialist,10,0,300.8
14,4,quick,15,1,10.1
9,3,quick,15,0,11.4
13,3,general,12,3,44.8
17,2,quick,18,1,34.6
3,2,general,5,1,11.6
2,3,quick,0,4,1.8
3,4,general,12,3,8.0
11,4,quick,14,3,4.9
1,2,quick,21,3,3.6
6,4,general,13,5,15.6
1,3,general,10,2,8.2
9,1,general,17,1,94.1
13,4,specialist,3,2,46.2
17,1,specialist,17,4,332.2
10,3,general,3,1,29.0
2,4,specialist,9,2,4.9
18,1,general,19,2,147.0
12,1,quick,4,1,37.9
19,1,specialist,17,6,372.8
3,3,specialist,14,4,15.1
22,1,specialist,14,6,331.6
15,3,quick,17,3,18.4
21,1,general,17,6,218.7
10,2,quick,16,0,23.6
17,1,quick,23,0,59.9
22,2,general,13,3,113.9
3,3,general,15,4,4.9
10,3,general,7,6,27.6
21,4,specialist,19,4,78.2
4,3,quick,1,4,5.2
9,2,general,22,2,34.0
4,2,quick,12,6,8.7
20,3,quick,14,3,16.1
27,3,specialist,14,5,134.9
7,2,quick,18,5,14.2
2,3,general,5,1,7.9
9,1,specialist,12,2,172.6
24,4,general,9,5,46.3
1,4,quick,0,3,0.0
25,1,quick,15,1,74.4
18,4,general,13,2,48.7
6,3,general,23,1,16.3
12,3,general,20,4,36.2
0,2,general,23,6,0.9
12,1,specialist,14,6,178.6
29,3,quick,0,0,34.4
24,4,general,14,6,51.8
18,2,general,21,3,74.4
20,3,quick,21,6,21.4
20,1,specialist,15,5,296.5
6,3,quick,3,5,4.3
24,1,general,7,3,194.6
8,1,quick,21,6,23.3
26,3,specialist,1,6,135.4
29,1,specialist,0,5,434.8
6,3,general,6,1,16.7
10,1,quick,19,1,33.3
20,2,general,13,4,104.8
9,4,general,9,5,20.8
13,2,quick,23,5,18.8
25,1,specialist,6,0,431.1
12,3,general,8,4,31.8
5,3,specialist,6,0,28.3
15,1,general,16,1,158.4
6,3,general,7,5,15.9
27,4,general,14,1,52.1
16,1,general,3,6,126.6
27,2,general,22,0,125.1
22,3,general,22,1,58.2
3,2,quick,20,0,2.9
4,2,general,11,4,17.7
3,3,quick,2,3,0.0
20,1,specialist,17,0,448.0
21,4,general,12,5,56.8
27,1,specialist,8,1,405.3
15,4,specialist,16,2,74.1
11,3,general,11,5,39.1
13,3,quick,1,3,13.0
16,1,general,20,3,131.6
9,3,quick,16,2,10.9
12,2,general,13,2,63.6
10,2,quick,3,1,15.0
20,4,specialist,2,4,76.2
8,3,specialist,15,1,39.0
0,1,specialist,2,0,1.6
27,3,quick,14,6,26.4
28,1,quick,4,1,87.0
7,1,quick,15,3,20.1
19,3,specialist,3,6,93.9
1,3,quick,10,3,4.3
4,2,general,2,5,13.1
8,1,quick,11,6,30.7
3,3,specialist,18,6,18.2
12,1,specialist,0,0,205.2
10,2,general,22,0,43.4
24,1,quick,8,4,73.4
19,2,quick,2,4,27.7
4,4,quick,1,4,3.1
24,2,quick,15,6,33.3
